2024-10-08 12:59:59,517 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Current SDK version is 0.18.3
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Configure stats pid to 86593
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Loading settings from /Users/mbardiot/.config/wandb/settings
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Loading settings from /Users/mbardiot/Library/CloudStorage/GoogleDrive-mbardiot@deezer.com/My Drive/ecole/meditime/MEDITIME/wandb/settings
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Loading settings from environment variables: {}
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Applying setup settings: {'mode': None, '_disable_service': None}
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Inferring run settings from compute environment: {'program_relpath': 'main.py', 'program_abspath': '/Users/mbardiot/Library/CloudStorage/GoogleDrive-mbardiot@deezer.com/My Drive/ecole/meditime/MEDITIME/main.py', 'program': '/Users/mbardiot/Library/CloudStorage/GoogleDrive-mbardiot@deezer.com/My Drive/ecole/meditime/MEDITIME/main.py'}
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_setup.py:_flush():79] Applying login settings: {}
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_init.py:_log_setup():532] Logging user logs to /Users/mbardiot/Library/CloudStorage/GoogleDrive-mbardiot@deezer.com/My Drive/ecole/meditime/MEDITIME/wandb/run-20241008_125959-bp5qddi0/logs/debug.log
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_init.py:_log_setup():533] Logging internal logs to /Users/mbardiot/Library/CloudStorage/GoogleDrive-mbardiot@deezer.com/My Drive/ecole/meditime/MEDITIME/wandb/run-20241008_125959-bp5qddi0/logs/debug-internal.log
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_init.py:init():617] calling init triggers
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_init.py:init():624] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.02, 'architecture': 'CNN', 'dataset': 'CIFAR-100', 'epochs': 10}
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_init.py:init():667] starting backend
2024-10-08 12:59:59,518 INFO    MainThread:86593 [wandb_init.py:init():671] sending inform_init request
2024-10-08 12:59:59,520 INFO    MainThread:86593 [backend.py:_multiprocessing_setup():104] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-10-08 12:59:59,521 INFO    MainThread:86593 [wandb_init.py:init():684] backend started and connected
2024-10-08 12:59:59,525 INFO    MainThread:86593 [wandb_init.py:init():779] updated telemetry
2024-10-08 12:59:59,547 INFO    MainThread:86593 [wandb_init.py:init():812] communicating run to backend with 90.0 second timeout
2024-10-08 12:59:59,955 INFO    MainThread:86593 [wandb_init.py:init():863] starting run threads in backend
2024-10-08 12:59:59,998 INFO    MainThread:86593 [wandb_run.py:_console_start():2465] atexit reg
2024-10-08 12:59:59,998 INFO    MainThread:86593 [wandb_run.py:_redirect():2313] redirect: wrap_raw
2024-10-08 12:59:59,999 INFO    MainThread:86593 [wandb_run.py:_redirect():2378] Wrapping output streams.
2024-10-08 12:59:59,999 INFO    MainThread:86593 [wandb_run.py:_redirect():2403] Redirects installed.
2024-10-08 13:00:00,000 INFO    MainThread:86593 [wandb_init.py:init():907] run started, returning control to user process
2024-10-08 13:00:00,000 INFO    MainThread:86593 [wandb_run.py:_finish():2164] finishing run bardiot-marin-qsdqs/MEDITIME/bp5qddi0
2024-10-08 13:00:00,000 INFO    MainThread:86593 [wandb_run.py:_atexit_cleanup():2428] got exitcode: 0
2024-10-08 13:00:00,000 INFO    MainThread:86593 [wandb_run.py:_restore():2410] restore
2024-10-08 13:00:00,001 INFO    MainThread:86593 [wandb_run.py:_restore():2416] restore done
2024-10-08 13:00:03,943 INFO    MainThread:86593 [wandb_run.py:_footer_history_summary_info():4049] rendering history
2024-10-08 13:00:03,944 INFO    MainThread:86593 [wandb_run.py:_footer_history_summary_info():4081] rendering summary
2024-10-08 13:00:03,949 INFO    MainThread:86593 [wandb_run.py:_footer_sync_info():4008] logging synced files
